timestamp,latitude,longitude
1681712767.8084888,45.423697444649115,11.94788641319134
1681712777.390994,45.42365272740699,11.948242455110254
1681712778.3910074,45.423660088586345,11.948228690026552
1681712779.3910217,45.423663483213744,11.94823067184085
1681712780.391038,45.423666231642166,11.948228822395171
1681712781.3910532,45.423668363641994,11.948240868701514
1681712782.3910675,45.42366575042212,11.948260060325026
1681712783.3910842,45.42365746541752,11.948293989576275
1681712784.3910987,45.42365529320553,11.948313733673844
1681712785.3911128,45.42365821963937,11.948317418021798
1681712786.39113,45.42366236456735,11.948320646744177
1681712787.391147,45.42366966740053,11.948322899267305
1681712788.3911629,45.42367148397864,11.948326456815058
1681712789.3911796,45.42370018131299,11.948321465585664
1681712790.3911967,45.42375366917674,11.948342838773938
1681712791.391213,45.42378732088083,11.948366400207991
1681712792.39123,45.42384830430485,11.94836339796431
1681712793.3912466,45.42409735241742,11.948385211050407
1681712794.3912625,45.42411728618224,11.948397868989645
1681712795.0042734,45.42413216499046,11.94841399499621
1681712796.0042896,45.42413296059224,11.94841702934794
1681712797.0043073,45.424155774274915,11.948447770516292
1681712798.0043235,45.424192473536586,11.948450628214331
1681712799.0043406,45.4242148187868,11.948470359683164
1681712800.0043569,45.424241240914654,11.948479791747598
1681712801.0043738,45.4242591152019,11.948493174789071
1681712802.0043902,45.42427937747304,11.948496772326328
1681712803.0044065,45.42429874251089,11.948488519238246
1681712804.004423,45.424305483288386,11.94849516362508
1681712805.0044394,45.424318194018646,11.948499070024173
1681712806.004457,45.4243251720825,11.94850965186506
1681712807.0044727,45.42433175479084,11.948507230382951
1681712808.0044894,45.42434522481611,11.948502595503426
1681712809.0045066,45.42435840540149,11.948508478002331
1681712810.0045228,45.42436599348317,11.948515734591279
1681712811.0045395,45.42437350182449,11.948526510917823
1681712812.0045562,45.42438027466208,11.948524629487009
1681712813.0045724,45.424388996463065,11.948526976123553
1681712814.0045886,45.42440189379888,11.948532342050491
1681712815.0046058,45.424418375824,11.948536874007422
1681712816.0046217,45.42442835758115,11.948540786772323
1681712817.0046382,45.4244360968274,11.948545269078368
1681712818.0046554,45.42444486302083,11.948554719759198
1681712819.0046723,45.424458222629674,11.948555103834845
1681712820.0046885,45.42446655308338,11.948560503286886
1681712821.0047057,45.42447885169952,11.948549500712515
1681712822.0047214,45.42449642409049,11.948566844464963
1681712823.0047383,45.424512756722606,11.948575184185362
1681712824.004755,45.42452796260883,11.948590074787708
1681712825.0047717,45.42455912904409,11.948615097694667
1681712826.0047884,45.42457922147655,11.948629885634267
1681712827.0048044,45.424591804851985,11.948640830854393
1681712828.0048213,45.42461196300367,11.948645254284353
1681712829.0048375,45.424628090128614,11.948653686879386
1681712830.0048547,45.42463976656523,11.948653978581012
1681712831.0048714,45.424649099793484,11.948657665825131
1681712832.0048873,45.42466051200142,11.948664055242233
1681712833.0049043,45.42467147174209,11.948674136796155
1681712834.0049212,45.42468732435311,11.94868110289529
1681712835.0049372,45.42469822014114,11.948684598701341
1681712836.0049543,45.424710130547936,11.948672240909213
1681712837.0049706,45.42471265549077,11.948648837299492
1681712838.0049872,45.42471028354937,11.948622952473787
1681712839.0050035,45.4247075431085,11.948605397408
1681712840.0050201,45.42470080368019,11.948583977076378
1681712841.0050368,45.424694355653024,11.948563552341787
1681712842.0050533,45.424687708442484,11.948543104721125
1681712843.0050697,45.42467799694071,11.948530702420975
1681712844.0050864,45.42466539475034,11.94851739743178
